"idTurma","Descricao","Status","idSerie","idGrade","idCurso","idTurno","codTurmaAntiga","ajustarDescManualmente","codTurmaNova_cpi","idInstituicao","idPredio","idTurmaVinculo","inscricao_online","tipo_oferta_turma"
169,JDIII B - 2021,A,49,6,1,1,"166",S,,1,1,,0,0
170,JDIII-A - 2021,A,48,6,1,1,"167",S,,1,1,,0,0
171,Crescer integral - 2021,A,42,12,2,2,"181",S,,1,1,,0,0
172,Reforço escolar - 2021,A,65,23,6,2,"182",S,,1,1,,0,0
173,Judô Kids - 2021,A,57,12,2,2,"183",S,,1,1,,0,0
174,Judô Baby - 2021,A,56,6,1,2,"184",S,,1,1,,0,0
175,Maternal A - 2021,A,59,6,1,1,"172",S,,1,1,,0,0
176,MATERNALZINHO A - 2021,A,63,6,1,1,"173",S,,1,1,,0,0
179,"4º ANO B",A,23,27,2,1,,S,,1,1,,0,0
180,"1º ANO A",A,4,27,2,1,,S,,1,1,,0,0
185,"1º ANO B",A,4,27,2,1,,S,,1,1,,0,0
186,"3º ANO A",A,18,27,2,1,,S,,1,1,,0,0
195,"1º ANO B (E. M.)",A,4,31,3,2,,S,,1,1,,0,0
189,"6º ANO B",A,31,30,5,1,,S,,1,1,,0,0
190,"7º ANO",A,34,30,5,1,,S,,1,1,,0,0
191,"8º ANO",A,35,30,5,1,,S,,1,1,,0,0
192,"9º ANO",A,36,30,5,1,,S,,1,1,,0,0
193,"3º ANO B",A,18,27,2,1,,S,,1,1,,0,0
194,"6º ANO A",A,31,30,5,1,,S,,1,1,,0,0
196,MATERNALZINHO A,A,62,26,1,1,,S,,1,1,,0,0
197,MATERNALZINHO B,A,62,26,1,1,,S,,1,1,,0,0
198,BERÇÁRIO A,A,38,26,1,1,,S,,1,1,,0,0
199,MATERNAL A,A,58,26,1,1,,S,,1,1,,0,0
200,MATERNAL B,A,58,26,1,1,,S,,1,1,,0,0
201,"1º ANO A (E. M.)",A,4,31,3,2,,S,,1,1,,0,0
202,BERÇÁRIO B,A,38,26,1,2,,S,,1,1,,0,0
203,"2º ANO (E. M.)",A,12,31,3,2,,S,,1,1,,0,0
204,JD III A,A,45,26,1,1,,S,,1,1,,0,0
205,JD IV B,A,46,26,1,1,,S,,1,1,,0,0
206,JD III B,A,45,26,1,1,,S,,1,1,,0,0
218,BERÇÁRIO INTEGRAL,A,72,33,10,4,,S,,1,1,,0,0
208,"3º ANO (E. M.)",A,18,31,3,2,,S,,1,1,,0,0
209,JD IV A,A,46,26,1,1,,S,,1,1,,0,0
211,JD V B,A,47,26,1,1,,S,,1,1,,0,0
214,BALLET BABY,A,69,24,7,2,,S,,1,1,,0,0
215,BALLET KIDS,A,68,24,7,2,,S,,1,1,,0,0
217,JUDO KIDS,A,70,25,8,2,,S,,1,1,,0,0
210,JD V A,A,47,26,1,1,,S,,1,1,,0,0
178,"4º ANO A",A,23,27,2,1,,S,,1,1,,0,0
182,"2º ANO A",A,12,27,2,1,,S,,1,1,,0,0
183,"5º ANO B",A,27,27,2,1,,S,,1,1,,0,0
184,"2º ANO B",A,12,27,2,1,,S,,1,1,,0,0
212,CRESCER INTEGRAL,A,42,32,9,2,,S,,1,1,,0,0
181,"5º ANO A",A,27,27,2,1,,S,,1,1,,0,0
216,JUDO BABY,A,71,25,8,2,,S,,1,1,,0,0
